FECHA CARGA;HORA CARGA;FECHA TOMA;HORA TOMA;HABITACIÓN;UBICACIÓN;POSTURA;DUERME;ESCONDIDO;AUTOR;NOSOTROS
08/12/2020;15:10;08/10/2020;19:49:23;PIEZA;CAMA;ACOSTADO;NO;NO;CLAUDIO;NO 
08/12/2020;15:10;08/10/2020;19:49:23;PIEZA;CAMA;ACOSTADO;NO;NO;CLAUDIO;NO 
08/12/2020;15:10;16/10/2020;12:26:58;SALA;SUELO;ACOSTADO;NO;NO;CLAUDIO;SI
08/12/2020;15:10;16/10/2020;12:26:59;SALA;SUELO;ACOSTADO;NO;NO;CLAUDIO;SI
08/12/2020;15:10;16/10/2020;12:27:00;SALA;SUELO;ACOSTADO;NO;NO;CLAUDIO;SI
08/12/2020;15:10;16/10/2020;12:27:01;SALA;SUELO;ACOSTADO;NO;NO;CLAUDIO;SI
08/12/2020;15:10;16/10/2020;12:27:02;SALA;SUELO;ACOSTADO;NO;NO;CLAUDIO;SI
08/12/2020;15:10;20/10/2020;15:44:23;SALA;SUELO;ACOSTADO;NO;NO;CLAUDIO;NO 
08/12/2020;15:10;20/10/2020;15:44:26;SALA;SUELO;ACOSTADO;NO;NO;CLAUDIO;NO 
08/05/2023;0:57;21/10/2020;21:32:14;SALA;CAJA;ACOSTADO;NO;NO;CLAUDIO;NO 
08/05/2023;0:57;21/10/2020;21:32:25;SALA;CAJA;ACOSTADO;NO;NO;CLAUDIO;NO 
08/05/2023;0:57;21/10/2020;21:32:26;SALA;CAJA;ACOSTADO;NO;NO;CLAUDIO;NO 
08/12/2020;15:10;23/10/2020;14:14:17;SALA;CAJA;ACOSTADO;NO;NO;FLOR;NO 
08/12/2020;15:10;23/10/2020;14:14:18;SALA;CAJA;ACOSTADO;NO;NO;FLOR;NO 
08/12/2020;15:10;23/10/2020;14:14:18;SALA;CAJA;ACOSTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;24/10/2020;21:59:37;SALA;PEDESTAL;ACOSTADO;NO;NO;CLAUDIO;NO 
08/05/2023;0:57;24/10/2020;21:59:45;SALA;PEDESTAL;ACOSTADO;NO;NO;CLAUDIO;NO 
08/05/2023;0:57;24/10/2020;22:00:13;SALA;PEDESTAL;ACOSTADO;NO;NO;CLAUDIO;NO 
08/12/2020;15:10;26/10/2020;10:24:11;SALA;SUELO;ACOSTADO;NO;NO;CLAUDIO;SI
08/12/2020;15:10;26/10/2020;10:24:14;SALA;SUELO;ACOSTADO;NO;NO;CLAUDIO;SI
08/12/2020;15:10;26/10/2020;10:24:26;SALA;SUELO;ACOSTADO;NO;NO;CLAUDIO;SI
08/12/2020;15:10;26/10/2020;10:24:29;SALA;SUELO;ACOSTADO;NO;NO;CLAUDIO;SI
08/12/2020;15:10;31/10/2020;0:46:27;SALA;CAJA;ACOSTADO;NO;NO;FLOR;NO 
08/12/2020;15:10;31/10/2020;0:46:28;PIEZA;CAMA;ACOSTADO;NO;NO;FLOR;NO 
08/12/2020;15:10;31/10/2020;13:55:32;SALA;SUELO;ACOSTADO;NO;NO;CLAUDIO;SI
08/12/2020;15:10;03/11/2020;12:06:13;SALA;CAJA;ACOSTADO;NO;NO;CLAUDIO;SI
08/12/2020;15:10;03/11/2020;13:40:59;SALA;CAJA;ACOSTADO;NO;NO;CLAUDIO;SI
08/12/2020;15:10;03/11/2020;13:41:01;SALA;CAJA;ACOSTADO;NO;NO;CLAUDIO;SI
08/12/2020;15:10;03/11/2020;13:41:05;SALA;CAJA;ACOSTADO;NO;NO;CLAUDIO;SI
08/12/2020;15:10;04/11/2020;15:25:07;PIEZA;CAMA;ACOSTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;04/11/2020;17:01:57;PIEZA;CAMA;ACOSTADO;NO;NO;FLOR;SI
08/12/2020;15:10;04/11/2020;22:20:47;PIEZA;SUELO;SENTADO;NO;SI;FLOR;NO 
08/05/2023;0:57;07/11/2020;0:41:03;PIEZA;CAMA;ACOSTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;13/11/2020;22:39:44;SALA;CAJA;ACOSTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;13/11/2020;22:39:59;SALA;PEDESTAL;ACOSTADO;NO;NO;CLAUDIO;NO 
08/05/2023;0:57;14/11/2020;2:20:17;PIEZA;CAMA;ACOSTADO;NO;NO;FLOR;NO 
08/12/2020;15:10;14/11/2020;17:02:03;PIEZA;CAMA;ACOSTADO;NO;NO;FLOR;NO 
08/12/2020;15:10;14/11/2020;17:02:19;PIEZA;CAMA;ACOSTADO;NO;NO;FLOR;NO 
08/12/2020;15:10;14/11/2020;17:02:37;PIEZA;CAMA;ACOSTADO;NO;NO;FLOR;NO 
08/12/2020;15:09;27/11/2020;11:24:29;SALA;SUELO;SENTADO;NO;NO;CLAUDIO;SI
08/05/2023;0:57;29/11/2020;17:45:24;PIEZA;CAMA;ACOSTADO;NO;NO;FLOR;NO 
08/12/2020;15:09;03/12/2020;10:21:14;SALA;SUELO;SENTADO;NO;NO;CLAUDIO;SI
08/12/2020;15:09;03/12/2020;10:21:17;SALA;SUELO;SENTADO;NO;NO;CLAUDIO;SI
08/05/2023;0:57;07/12/2020;22:14:18;OFICINA;SUELO;SENTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;15/12/2020;20:16:10;PIEZA;CAMA;ACOSTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;19/12/2020;17:54:15;SALA;SUELO;ACOSTADO;NO;NO;FLOR;SI
08/05/2023;0:57;20/12/2020;19:52:18;SALA;CAJA;ACOSTADO;NO;NO;CLAUDIO;NO 
08/05/2023;0:57;28/12/2020;9:58:41;PIEZA;CAMA;ACOSTADO;SI;NO;FLOR;NO 
08/05/2023;0:57;03/01/2021;18:07:41;PIEZA;CAMA;ACOSTADO;SI;NO;FLOR;NO 
08/05/2023;0:57;03/01/2021;18:09:00;PIEZA;CAMA;ACOSTADO;SI;NO;FLOR;NO 
02/02/2021;13:54;04/01/2021;17:25:08;SALA;CAMA;ACOSTADO;NO;NO;CLAUDIO;NO 
02/02/2021;13:54;04/01/2021;17:25:09;SALA;CAMA;ACOSTADO;NO;NO;CLAUDIO;NO 
08/05/2023;0:57;10/01/2021;18:36:15;SALA;SUELO;ACOSTADO;SI;NO;FLOR;NO 
08/05/2023;0:57;12/01/2021;11:27:28;SALA;SUELO;ACOSTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;12/01/2021;11:27:30;SALA;SUELO;ACOSTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;12/01/2021;11:27:32;SALA;SUELO;ACOSTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;12/01/2021;11:27:34;SALA;SUELO;ACOSTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;12/01/2021;11:29:28;SALA;SUELO;ACOSTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;14/01/2021;17:03:48;PIEZA;CAMA;ACOSTADO;SI;NO;CLAUDIO;NO 
08/05/2023;0:57;14/01/2021;17:03:57;PIEZA;CAMA;ACOSTADO;SI;NO;CLAUDIO;NO 
08/05/2023;0:57;14/01/2021;17:15:17;PIEZA;CAMA;ACOSTADO;SI;NO;CLAUDIO;NO 
08/05/2023;0:57;14/01/2021;17:15:23;PIEZA;CAMA;ACOSTADO;SI;NO;CLAUDIO;NO 
02/02/2021;13:54;21/01/2021;11:54:43;SALA;CAJA;ACOSTADO;NO;NO;CLAUDIO;NO 
02/02/2021;13:54;21/01/2021;11:54:45;SALA;CAJA;ACOSTADO;NO;NO;CLAUDIO;NO 
08/05/2023;0:57;26/01/2021;11:47:53;SALA;SUELO;ACOSTADO;NO;NO;CLAUDIO;NO 
08/05/2023;0:57;26/01/2021;11:47:58;SALA;SUELO;ACOSTADO;NO;NO;CLAUDIO;NO 
04/02/2021;15:59;02/02/2021;14:10:06;PIEZA;CAMA;ACOSTADO;SI;NO;FLOR;NO 
08/05/2023;0:57;19/02/2021;17:21:15;PIEZA;CAMA;ACOSTADO;NO;NO;FLOR;SI
08/05/2023;0:57;22/02/2021;15:18:48;OFICINA;SUELO;ACOSTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;22/02/2021;21:32:04;SALA;CAJA;SENTADO;NO;NO;CLAUDIO;NO 
08/05/2023;0:57;22/02/2021;21:32:14;SALA;CAJA;SENTADO;NO;NO;CLAUDIO;NO 
08/05/2023;0:57;22/02/2021;21:32:24;SALA;CAJA;SENTADO;NO;NO;CLAUDIO;NO 
08/05/2023;0:57;09/03/2021;12:53:55;SALA;SUELO;SENTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;09/03/2021;12:53:57;SALA;SUELO;SENTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;20/03/2021;1:02:17;SALA;SUELO;TREPA;NO;NO;FLOR;NO 
08/05/2023;0:57;30/03/2021;18:21:24;PIEZA;CAMA;ACOSTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;15/04/2021;22:32:19;SALA;SUELO;ACOSTADO;NO;SI;CLAUDIO;NO 
08/05/2023;0:57;17/04/2021;12:19:59;SALA;PEDESTAL;ACOSTADO;NO;NO;CLAUDIO;NO 
08/05/2023;0:57;17/04/2021;13:57:50;SALA;SUELO;ACOSTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;17/04/2021;13:57:53;SALA;SUELO;ACOSTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;17/04/2021;13:58:07;SALA;SUELO;ACOSTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;17/04/2021;13:58:13;SALA;SUELO;ACOSTADO;SI;NO;FLOR;NO 
08/05/2023;0:57;24/04/2021;15:04:44;PIEZA;CAMA;ACOSTADO;SI;NO;FLOR;NO 
08/05/2023;0:57;24/04/2021;15:05:08;PIEZA;CAMA;ACOSTADO;SI;NO;FLOR;SI
08/05/2023;0:57;22/05/2021;11:50:26;PIEZA;CAMA;SENTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;22/05/2021;11:50:29;PIEZA;CAMA;SENTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;22/05/2021;11:50:32;PIEZA;CAMA;SENTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;22/05/2021;11:50:38;PIEZA;CAMA;SENTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;22/05/2021;11:50:56;PIEZA;CAMA;SENTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;22/05/2021;11:51:02;PIEZA;CAMA;SENTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;22/05/2021;11:51:07;PIEZA;CAMA;SENTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;22/05/2021;11:51:12;PIEZA;CAMA;SENTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;22/05/2021;11:51:24;PIEZA;CAMA;SENTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;29/05/2021;18:51:01;SALA;SUELO;ACOSTADO;NO;NO;CLAUDIO;NO 
08/05/2023;0:57;01/06/2021;11:04:11;SALA;SUELO;CAMINA;NO;NO;CLAUDIO;NO 
08/05/2023;0:57;01/06/2021;11:04:23;SALA;SUELO;CAMINA;NO;NO;CLAUDIO;NO 
08/05/2023;0:57;05/06/2021;13:19:32;SALA;CAJA;ACOSTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;05/06/2021;13:19:35;SALA;CAJA;ACOSTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;05/06/2021;13:19:39;SALA;CAJA;ACOSTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;05/06/2021;13:19:41;SALA;CAJA;ACOSTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;05/06/2021;13:19:47;SALA;CAJA;ACOSTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;11/06/2021;17:06:29;SALA;SILLON;SENTADO;NO;NO;FLOR;SI
08/05/2023;0:57;11/06/2021;17:07:04;SALA;SILLON;SENTADO;NO;NO;FLOR;SI
08/05/2023;0:57;11/06/2021;17:07:22;SALA;SILLON;SENTADO;NO;NO;FLOR;SI
08/05/2023;0:57;13/06/2021;19:28:23;SALA;SUELO;ACOSTADO;NO;NO;FLOR;SI
08/05/2023;0:57;13/06/2021;19:28:32;SALA;SUELO;ACOSTADO;NO;NO;FLOR;SI
08/05/2023;0:57;20/06/2021;23:27:13;SALA;SILLON;SENTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;20/06/2021;23:27:16;SALA;SILLON;SENTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;24/06/2021;17:07:16;PIEZA;CAMA;ACOSTADO;SI;NO;FLOR;SI
08/05/2023;0:57;30/06/2021;14:19:14;SALA;SILLON;ACOSTADO;SI;NO;FLOR;NO 
08/05/2023;0:57;09/07/2021;16:09:48;PIEZA;SUELO;ACOSTADO;NO;NO;FLOR;SI
08/05/2023;0:57;16/07/2021;16:30:36;PIEZA;CAMA;SENTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;16/07/2021;16:30:40;PIEZA;CAMA;SENTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;19/07/2021;17:44:33;SALA;CAJA;ACOSTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;10/09/2021;17:13:00;PIEZA;CAMA;ACOSTADO;SI;NO;CLAUDIO;NO 
08/05/2023;0:57;05/10/2021;17:42:35;BAÑO;SUELO;SENTADO;NO;SI;FLOR;NO 
07/10/2021;17:24;07/10/2021;17:24:39;SALA;SILLON;ACOSTADO;SI;NO;CLAUDIO;NO 
08/10/2021;21:08;08/10/2021;21:08:29;SALA;SUELO;SENTADO;NO;SI;CLAUDIO;NO 
08/05/2023;0:57;09/10/2021;18:00:56;BAÑO;SUELO;CAMINA;NO;NO;CLAUDIO;NO 
11/10/2021;20:02;11/10/2021;20:02:26;SALA;SUELO;CAMINA;NO;NO;CLAUDIO;NO 
13/10/2021;23:09;13/10/2021;23:09:52;SALA;PEDESTAL;ACOSTADO;NO;NO;FLOR;NO 
06/05/2023;21:01;13/10/2021;23:09:53;SALA;PEDESTAL;ACOSTADO;NO;NO;FLOR;NO 
06/05/2023;21:01;13/10/2021;23:09:54;SALA;PEDESTAL;ACOSTADO;NO;NO;FLOR;NO 
13/10/2021;23:09;13/10/2021;23:09:57;SALA;PEDESTAL;ACOSTADO;NO;NO;FLOR;NO 
16/10/2021;21:51;16/10/2021;21:51:28;SALA;PEDESTAL;SENTADO;NO;NO;FLOR;NO 
18/10/2021;22:38;18/10/2021;22:38:22;SALA;SUELO;SENTADO;NO;SI;CLAUDIO;NO 
19/10/2021;12:08;19/10/2021;12:08:56;SALA;PEDESTAL;ACOSTADO;NO;NO;FLOR;NO 
08/05/2023;0:57;21/10/2021;11:59:14;SALA;SUELO;ACOSTADO;NO;NO;FLOR;NO 
26/10/2021;20:39;26/10/2021;20:39:36;SALA;PEDESTAL;ACOSTADO;NO;NO;FLOR;NO 
26/10/2021;20:39;26/10/2021;20:39:47;SALA;PEDESTAL;ACOSTADO;NO;NO;FLOR;NO 
26/10/2021;20:39;26/10/2021;20:39:49;SALA;PEDESTAL;ACOSTADO;NO;NO;FLOR;NO 
26/10/2021;20:40;26/10/2021;20:40:00;SALA;PEDESTAL;ACOSTADO;NO;NO;FLOR;NO 
26/10/2021;20:40;26/10/2021;20:40:02;SALA;PEDESTAL;ACOSTADO;NO;NO;FLOR;NO 
28/10/2021;13:18;28/10/2021;13:18:13;SALA;PEDESTAL;ACOSTADO;NO;NO;FLOR;NO 
09/11/2021;0:44;09/11/2021;0:44:31;OFICINA;CAMA;ACOSTADO;NO;NO;FLOR;NO 
28/11/2021;13:04;28/11/2021;13:04:32;PIEZA;CAMA;SENTADO;NO;NO;CLAUDIO;NO 
28/11/2021;23:27;28/11/2021;23:27:09;SALA;CAJA;ACOSTADO;NO;SI;CLAUDIO;NO 
29/11/2021;1:11;29/11/2021;1:11:35;SALA;CAJA;ACOSTADO;NO;SI;CLAUDIO;NO 
29/11/2021;1:11;29/11/2021;1:11:37;SALA;CAJA;ACOSTADO;NO;SI;CLAUDIO;NO 
29/11/2021;1:11;29/11/2021;1:11:37;SALA;CAJA;ACOSTADO;NO;SI;CLAUDIO;NO 
29/11/2021;1:11;29/11/2021;1:11:44;SALA;CAJA;ACOSTADO;NO;SI;CLAUDIO;NO 
29/11/2021;1:11;29/11/2021;1:11:46;SALA;CAJA;ACOSTADO;NO;SI;CLAUDIO;NO 
02/12/2021;14:09;02/12/2021;14:09:13;SALA;SILLON;ACOSTADO;NO;NO;CLAUDIO;NO 
02/12/2021;14:09;02/12/2021;14:09:25;SALA;SILLON;ACOSTADO;NO;NO;CLAUDIO;NO 
03/12/2021;13:16;03/12/2021;13:16:06;SALA;SUELO;SENTADO;NO;SI;CLAUDIO;NO 
08/05/2023;0:57;05/12/2021;2:52:14;SALA;CAJA;ACOSTADO;NO;SI;CLAUDIO;NO 
08/05/2023;0:57;06/12/2021;0:35:09;PIEZA;SUELO;ACOSTADO;NO;SI;CLAUDIO;NO 
13/12/2021;18:13;13/12/2021;18:13:16;SALA;SUELO;ACOSTADO;NO;NO;FLOR;NO 
06/05/2023;21:01;24/12/2021;19:54:47;SALA;SUELO;ACOSTADO;NO;NO;FLOR;SI
06/05/2023;21:01;24/12/2021;19:54:48;SALA;SUELO;ACOSTADO;NO;NO;FLOR;SI
06/05/2023;21:01;24/12/2021;19:54:49;SALA;SUELO;ACOSTADO;NO;NO;FLOR;SI
06/05/2023;21:01;24/12/2021;19:54:49;SALA;SUELO;ACOSTADO;NO;NO;FLOR;SI
06/05/2023;21:01;24/12/2021;19:54:51;SALA;SUELO;ACOSTADO;NO;NO;FLOR;SI
06/05/2023;21:01;24/12/2021;19:54:52;SALA;SUELO;ACOSTADO;NO;NO;FLOR;SI
06/05/2023;21:01;24/12/2021;19:54:55;SALA;SUELO;ACOSTADO;NO;NO;FLOR;SI
06/05/2023;21:01;24/12/2021;19:54:56;SALA;SUELO;ACOSTADO;NO;NO;FLOR;SI
06/05/2023;21:01;24/12/2021;19:54:58;SALA;SUELO;ACOSTADO;NO;NO;FLOR;SI
06/05/2023;21:01;24/12/2021;19:54:59;SALA;SUELO;ACOSTADO;NO;NO;FLOR;SI
30/12/2021;15:32;30/12/2021;15:32:50;PIEZA;CAMA;ACOSTADO;NO;NO;CLAUDIO;NO 
30/12/2021;15:32;30/12/2021;15:32:51;PIEZA;CAMA;ACOSTADO;NO;NO;CLAUDIO;NO 
30/12/2021;15:32;30/12/2021;15:32:52;PIEZA;CAMA;ACOSTADO;NO;NO;CLAUDIO;NO 
06/05/2023;21:03;02/02/2022;11:52:19;SALA;CAJA;ACOSTADO;NO;SI;CLAUDIO;NO 
06/05/2023;21:03;02/02/2022;11:52:21;SALA;CAJA;ACOSTADO;NO;SI;CLAUDIO;NO 
06/05/2023;21:03;02/02/2022;11:52:22;SALA;CAJA;ACOSTADO;NO;SI;CLAUDIO;NO 
10/02/2022;12:42;10/02/2022;12:42:20;SALA;CAJA;ACOSTADO;NO;SI;CLAUDIO;NO 
14/02/2022;23:55;14/02/2022;23:55:25;SALA;SUELO;SENTADO;NO;SI;CLAUDIO;NO 
14/02/2022;23:55;14/02/2022;23:55:27;SALA;SUELO;SENTADO;NO;SI;CLAUDIO;NO 
14/02/2022;23:55;14/02/2022;23:55:28;SALA;SUELO;SENTADO;NO;SI;CLAUDIO;NO 
14/02/2022;23:55;14/02/2022;23:55:30;SALA;SUELO;SENTADO;NO;SI;CLAUDIO;NO 
14/02/2022;23:55;14/02/2022;23:55:39;SALA;SUELO;SENTADO;NO;SI;CLAUDIO;NO 
15/02/2022;0:08;15/02/2022;0:08:58;PIEZA;CAMA;SENTADO;NO;NO;FLOR;NO 
15/02/2022;0:09;15/02/2022;0:08:59;PIEZA;CAMA;SENTADO;NO;NO;FLOR;NO 
19/02/2022;11:52;19/02/2022;11:52:26;SALA;SUELO;TREPA;NO;SI;FLOR;NO 
06/05/2023;21:03;03/03/2022;9:07:30;PIEZA;CAMA;ACOSTADO;NO;NO;CLAUDIO;NO 
03/03/2022;9:07;03/03/2022;9:07:32;PIEZA;CAMA;ACOSTADO;NO;NO;CLAUDIO;NO 
05/03/2022;15:58;05/03/2022;15:58:27;SALA;SILLON;ACOSTADO;NO;NO;FLOR;NO 
06/05/2023;21:03;05/03/2022;15:58:28;SALA;SILLON;ACOSTADO;NO;NO;FLOR;NO 
29/03/2022;22:24;29/03/2022;22:23:59;SALA;CAJA;ACOSTADO;NO;NO;CLAUDIO;NO 
29/03/2022;22:24;29/03/2022;22:24:05;SALA;CAJA;ACOSTADO;NO;NO;CLAUDIO;NO 
29/03/2022;22:24;29/03/2022;22:24:16;SALA;CAJA;ACOSTADO;NO;NO;CLAUDIO;NO 
31/03/2022;22:21;31/03/2022;22:21:55;SALA;SUELO;ACOSTADO;NO;NO;CLAUDIO;SI
01/04/2022;8:53;01/04/2022;8:53:26;SALA;SUELO;ACOSTADO;NO;NO;CLAUDIO;NO 
08/04/2022;10:41;08/04/2022;10:41:47;SALA;SUELO;CAMINA;NO;NO;CLAUDIO;SI
24/04/2022;21:55;24/04/2022;21:55:21;BAÑO;SUELO;ACOSTADO;NO;NO;CLAUDIO;NO 
28/04/2022;12:29;28/04/2022;12:29:44;SALA;SUELO;CAMINA;NO;NO;CLAUDIO;SI
03/05/2022;22:00;03/05/2022;22:00:58;SALA;SUELO;TREPA;NO;NO;CLAUDIO;NO 
04/05/2022;23:24;04/05/2022;23:24:13;PIEZA;CAMA;ACOSTADO;NO;NO;CLAUDIO;NO 
17/05/2022;23:27;17/05/2022;23:27:16;PIEZA;CAMA;ACOSTADO;SI;NO;CLAUDIO;NO 
18/05/2022;16:44;18/05/2022;16:44:02;PIEZA;CAMA;ACOSTADO;SI;NO;CLAUDIO;NO 
18/05/2022;20:11;18/05/2022;20:11:01;COCINA;SUELO;SENTADO;NO;NO;CLAUDIO;NO 
18/05/2022;20:11;18/05/2022;20:11:03;COCINA;SUELO;SENTADO;NO;NO;CLAUDIO;NO 
18/05/2022;20:11;18/05/2022;20:11:04;COCINA;SUELO;SENTADO;NO;NO;CLAUDIO;NO 
18/05/2022;20:11;18/05/2022;20:11:09;COCINA;SUELO;SENTADO;NO;NO;CLAUDIO;NO 
19/05/2022;10:32;19/05/2022;10:32:20;SALA;CAJA;SENTADO;NO;NO;CLAUDIO;NO 
19/05/2022;10:32;19/05/2022;10:32:21;SALA;CAJA;SENTADO;NO;NO;CLAUDIO;NO 
19/05/2022;10:32;19/05/2022;10:32:21;SALA;CAJA;SENTADO;NO;NO;CLAUDIO;NO 
19/05/2022;10:36;19/05/2022;10:36:21;SALA;PEDESTAL;SENTADO;NO;NO;CLAUDIO;NO 
19/05/2022;10:36;19/05/2022;10:36:25;SALA;PEDESTAL;SENTADO;NO;NO;CLAUDIO;NO 
19/05/2022;10:36;19/05/2022;10:36:27;SALA;PEDESTAL;SENTADO;NO;NO;CLAUDIO;NO 
19/05/2022;10:36;19/05/2022;10:36:28;SALA;PEDESTAL;ACOSTADO;NO;NO;CLAUDIO;NO 
19/05/2022;10:52;19/05/2022;10:52:00;SALA;SUELO;ACOSTADO;NO;NO;CLAUDIO;NO 
19/05/2022;10:52;19/05/2022;10:52:03;SALA;SUELO;ACOSTADO;NO;NO;CLAUDIO;NO 
19/05/2022;10:52;19/05/2022;10:52:07;SALA;SUELO;ACOSTADO;NO;NO;CLAUDIO;NO 
19/05/2022;10:52;19/05/2022;10:52:09;SALA;SUELO;SENTADO;NO;NO;CLAUDIO;NO 
19/05/2022;10:54;19/05/2022;10:54:18;SALA;SUELO;SENTADO;NO;NO;CLAUDIO;NO 
19/05/2022;10:54;19/05/2022;10:54:24;SALA;SUELO;SENTADO;NO;SI;CLAUDIO;NO 
19/05/2022;10:54;19/05/2022;10:54:31;SALA;SUELO;CAMINA;NO;SI;CLAUDIO;NO 
25/05/2022;21:53;25/05/2022;21:53:50;SALA;SUELO;CAMINA;NO;SI;CLAUDIO;NO 
25/05/2022;21:53;25/05/2022;21:53:52;SALA;SUELO;CAMINA;NO;SI;CLAUDIO;NO 
25/05/2022;21:53;25/05/2022;21:53:58;SALA;SUELO;ACOSTADO;NO;NO;FLOR;NO 
31/05/2022;11:48;31/05/2022;11:48:12;PIEZA;SUELO;ACOSTADO;NO;NO;FLOR;NO 
31/05/2022;23:12;31/05/2022;23:12:01;PIEZA;SUELO;ACOSTADO;NO;NO;FLOR;NO 
31/05/2022;23:12;31/05/2022;23:12:02;PIEZA;SUELO;ACOSTADO;NO;NO;FLOR;NO 
31/05/2022;23:13;31/05/2022;23:13:25;PIEZA;SUELO;ACOSTADO;NO;NO;FLOR;NO 
31/05/2022;23:13;31/05/2022;23:13:30;BAÑO;SUELO;ACOSTADO;NO;NO;FLOR;NO 
03/06/2022;15:08;03/06/2022;15:08:25;SALA;SUELO;SENTADO;NO;NO;FLOR;NO 
12/06/2022;0:44;12/06/2022;0:44:29;SALA;SILLON;ACOSTADO;NO;NO;CLAUDIO;NO 
18/06/2022;12:51;18/06/2022;12:51:50;SALA;SUELO;ACOSTADO;NO;NO;CLAUDIO;NO 
06/05/2023;21:10;26/07/2022;16:51:21;SALA;SUELO;ACOSTADO;NO;NO;CLAUDIO;NO 
06/05/2023;21:10;30/07/2022;20:26:31;SALA;SUELO;ACOSTADO;NO;NO;CLAUDIO;SI
06/05/2023;21:10;06/08/2022;1:12:05;SALA;SUELO;ACOSTADO;NO;NO;FLOR;SI
06/05/2023;21:10;06/08/2022;1:12:14;SALA;SUELO;ACOSTADO;NO;NO;FLOR;SI
06/05/2023;21:10;06/08/2022;1:13:04;SALA;SUELO;ACOSTADO;NO;NO;FLOR;SI
06/05/2023;21:10;26/08/2022;16:27:22;SALA;SUELO;ACOSTADO;NO;NO;CLAUDIO;NO 
06/05/2023;21:10;26/08/2022;16:27:27;SALA;SUELO;ACOSTADO;NO;NO;CLAUDIO;NO 
06/05/2023;21:10;26/08/2022;16:27:34;SALA;SUELO;ACOSTADO;NO;NO;CLAUDIO;NO 
06/05/2023;21:10;26/08/2022;16:27:36;SALA;SUELO;ACOSTADO;NO;NO;CLAUDIO;NO 
06/05/2023;21:10;04/09/2022;20:37:39;SALA;CAJA;TREPA;NO;NO;FLOR;NO 
06/05/2023;21:10;04/09/2022;20:37:42;SALA;CAJA;TREPA;NO;NO;FLOR;NO 
06/05/2023;21:10;06/09/2022;10:38:04;SALA;CAJA;TREPA;NO;NO;CLAUDIO;NO 
06/05/2023;21:10;06/09/2022;10:38:06;SALA;CAJA;TREPA;NO;NO;CLAUDIO;NO 
06/05/2023;21:10;06/09/2022;10:38:07;SALA;CAJA;TREPA;NO;NO;CLAUDIO;NO 
06/05/2023;21:10;07/09/2022;16:28:27;OFICINA;CAMA;ACOSTADO;NO;NO;FLOR;NO 
06/05/2023;21:10;07/09/2022;23:51:17;SALA;SUELO;ACOSTADO;NO;NO;FLOR;NO 
06/05/2023;21:10;07/09/2022;23:51:18;SALA;SUELO;ACOSTADO;NO;NO;FLOR;NO 
06/05/2023;21:10;07/09/2022;23:57:27;SALA;CAJA;ACOSTADO;NO;NO;FLOR;NO 
07/09/2022;23:57;07/09/2022;23:57:29;SALA;CAJA;ACOSTADO;NO;NO;FLOR;NO 
06/05/2023;21:10;08/09/2022;14:20:30;OFICINA;CAMA;ACOSTADO;NO;NO;FLOR;NO 
06/05/2023;21:10;15/09/2022;23:29:31;SALA;SUELO;ACOSTADO;NO;NO;FLOR;NO 
06/05/2023;21:10;18/09/2022;21:03:38;OFICINA;CAMA;ACOSTADO;NO;NO;FLOR;NO 
06/05/2023;21:10;18/09/2022;21:03:39;OFICINA;CAMA;ACOSTADO;NO;NO;FLOR;NO 
